OrderID,OrderDate,ProductID,ProductName,Category,Quantity,UnitPrice,CostPerUnit,Discount,CustomerType,PaymentMode
ORD00070,2024-10-28 21:05:00,P303,Cookies,Snacks,5,25,12,10.0,Returning,Card
ORD00071,2024-12-16 18:53:00,P104,Iced Tea,Beverages,1,80,45,15.0,New,Wallet
ORD00072,2025-10-13 21:33:00,P103,Cappuccino,Beverages,3,140,80,,Returning,Cash
ORD00073,2025-12-14 14:38:00,P103,Cappuccino,Beverages,5,140,80,25.0,New,UPI
ORD00074,2024-06-04 19:31:00,P301,Potato Chips,Snacks,1,40,20,10.0,New,Wallet
ORD00075,2025-06-03 12:48:00,P201,Cheese Burger,Meals,5,180,110,10.0,Returning,UPI
ORD00076,2025-08-06 08:27:00,P303,Cookies,Snacks,4,25,12,25.0,Returning,Card
ORD00077,2024-03-06 09:11:00,P201,Cheese Burger,Meals,5,180,110,25.0,Returning,Card
ORD00078,2024-05-30 13:30:00,P104,Iced Tea,Beverages,1,80,45,,Returning,Card
ORD00079,2024-11-24 20:07:00,P202,Veg Pizza,Meals,1,300,190,10.0,Returning,UPI
ORD00080,2025-05-22 13:31:00,P202,Veg Pizza,Meals,5,300,190,25.0,New,Cash
ORD00081,2024-06-25 09:37:00,P202,Veg Pizza,Meals,4,300,190,15.0,Returning,Cash
ORD00082,2024-11-07 09:52:00,P202,Veg Pizza,Meals,5,300,190,0.0,Returning,UPI
ORD00083,2025-03-07 22:29:00,P201,Cheese Burger,Meals,6,180,110,0.0,Returning,Card
ORD00084,2024-02-29 20:21:00,P101,Cold Coffee,Beverages,1,120,70,25.0,New,UPI
ORD00085,2025-09-06 08:56:00,P104,Iced Tea,Beverages,6,80,45,15.0,New,Cash
ORD00086,2025-09-30 13:38:00,P102,Lemonade,Beverage,3,60,30,10.0,Returning,UPI
ORD00087,2024-03-02 17:25:00,P104,Iced Tea,Beverages,2,80,45,0.0,Returning,Cash
ORD00088,2024-01-07 11:09:00,P203,Grilled Sandwich,Meal,2,150,90,5.0,Returning,Cash
ORD00089,2024-09-18 10:39:00,P202,Veg Pizza,Meals,3,300,190,25.0,New,Wallet
ORD00090,2025-06-18 10:22:00,P202,Veg Pizza,Meals,2,300,190,25.0,New,Cash
ORD00091,2025-08-26 08:00:00,P203,Grilled Sandwich,Meal,1,150,90,0.0,New,UPI
ORD00092,2024-10-25 22:56:00,P104,Iced Tea,Beverages,5,80,45,25.0,Returning,Cash
ORD00093,2024-03-11 19:22:00,P302,Nachos,Snack,6,90,50,20.0,New,Wallet
ORD00094,2024-02-14 22:21:00,P101,Cold Coffee,Beverages,3,120,70,5.0,New,Cash
ORD00095,2025-02-23 20:40:00,P102,Lemonade,Beverage,1,60,30,15.0,Returning,UPI
ORD00096,2025-08-11 17:25:00,P303,Cookies,Snacks,4,25,12,15.0,New,UPI
ORD00097,2025-01-06 13:34:00,P303,Cookies,Snacks,4,25,12,20.0,New,Card
ORD00098,2024-08-13 22:55:00,P201,Cheese Burger,Meals,5,180,110,,New,Card
ORD00099,2025-12-22 14:08:00,P104,Iced Tea,Beverages,5,80,45,5.0,Returning,Card
ORD00100,2025-02-17 17:19:00,P301,Potato Chips,Snacks,5,40,20,10.0,New,UPI
ORD00101,2025-01-18 16:01:00,P201,Cheese Burger,Meals,6,180,110,0.0,New,Wallet
ORD00102,2024-09-13 16:22:00,P203,Grilled Sandwich,Meal,4,150,90,10.0,New,Cash
ORD00103,2024-09-08 08:04:00,P301,Potato Chips,Snacks,6,40,20,10.0,Returning,Wallet
ORD00104,2025-07-11 11:21:00,P302,Nachos,Snack,4,90,50,5.0,Returning,Card
ORD00105,2024-04-03 13:55:00,P101,Cold Coffee,Beverages,5,120,70,25.0,New,Card
ORD00106,2025-09-20 13:23:00,P203,Grilled Sandwich,Meal,3,150,90,15.0,New,Wallet
ORD00107,2025-09-19 09:29:00,P302,Nachos,Snack,6,90,50,15.0,Returning,UPI
ORD00108,2024-03-23 18:53:00,P102,Lemonade,Beverage,6,60,30,20.0,New,Cash
ORD00109,2025-07-02 20:39:00,P101,Cold Coffee,Beverages,3,120,70,20.0,Returning,Cash
ORD00110,2025-07-19 09:50:00,P103,Cappuccino,Beverages,5,140,80,15.0,New,Wallet
ORD00111,2025-01-15 15:51:00,P202,Veg Pizza,Meals,1,300,190,15.0,Returning,Card
ORD00112,2025-07-17 17:01:00,P203,Grilled Sandwich,Meal,1,150,90,0.0,New,Card
ORD00113,2024-10-31 12:31:00,P303,Cookies,Snacks,3,25,12,10.0,Returning,Card
ORD00114,2025-09-15 15:37:00,P104,Iced Tea,Beverages,3,80,45,5.0,Returning,Wallet
ORD00115,2025-10-28 17:30:00,P301,Potato Chips,Snacks,2,40,20,25.0,New,Card
ORD00116,2024-05-12 20:29:00,P101,Cold Coffee,Beverages,5,120,70,10.0,New,Wallet
ORD00117,2024-08-21 17:42:00,P104,Iced Tea,Beverages,6,80,45,15.0,New,Card
ORD00118,2025-12-17 14:39:00,P301,Potato Chips,Snacks,6,40,20,25.0,New,UPI
ORD00119,2024-10-16 14:17:00,P303,Cookies,Snacks,4,25,12,0.0,New,UPI
ORD00120,2025-07-07 22:15:00,P202,Veg Pizza,Meals,4,300,190,,New,Wallet
ORD00121,2025-06-18 14:11:00,P103,Cappuccino,Beverages,2,140,80,25.0,Returning,Wallet
ORD00122,2025-12-05 16:49:00,P303,Cookies,Snacks,2,25,12,0.0,Returning,Cash
ORD00123,2024-04-14 11:00:00,P103,Cappuccino,Beverages,6,140,80,20.0,Returning,Cash
ORD00124,2025-05-14 09:11:00,P301,Potato Chips,Snacks,5,40,20,20.0,Returning,Card
ORD00125,2025-12-30 22:56:00,P302,Nachos,Snack,1,90,50,20.0,New,Card
ORD00126,2024-08-14 08:33:00,P103,Cappuccino,Beverages,4,140,80,20.0,New,Cash
ORD00127,2024-03-20 11:22:00,P103,Cappuccino,Beverages,1,140,80,0.0,Returning,UPI
ORD00128,2024-04-18 17:39:00,P101,Cold Coffee,Beverages,5,120,70,20.0,Returning,Wallet
ORD00129,2024-05-12 18:58:00,P302,Nachos,Snack,5,90,50,15.0,Returning,Card
ORD00130,2025-06-24 16:07:00,P202,Veg Pizza,Meals,6,300,190,0.0,New,Cash
ORD00131,2024-01-10 17:13:00,P104,Iced Tea,Beverages,3,80,45,25.0,New,Card
ORD00132,2024-02-25 21:05:00,P101,Cold Coffee,Beverages,1,120,70,25.0,Returning,UPI
ORD00133,2025-12-01 10:48:00,P101,Cold Coffee,Beverages,2,120,70,5.0,Returning,Cash
ORD00134,2025-09-24 21:35:00,P102,Lemonade,Beverage,4,60,30,,New,UPI
ORD00135,2024-07-20 14:18:00,P301,Potato Chips,Snacks,2,40,20,,Returning,UPI
ORD00136,2025-01-11 14:53:00,P101,Cold Coffee,Beverages,3,120,70,10.0,Returning,Card
ORD00137,2025-02-28 22:57:00,P203,Grilled Sandwich,Meal,5,150,90,0.0,Returning,Cash
ORD00138,2024-04-24 17:30:00,P104,Iced Tea,Beverages,1,80,45,25.0,New,Card
ORD00139,2024-11-29 13:47:00,P102,Lemonade,Beverage,4,60,30,15.0,New,UPI
ORD00140,2024-04-08 20:22:00,P201,Cheese Burger,Meals,3,180,110,,New,Wallet
ORD00141,2024-12-16 08:08:00,P104,Iced Tea,Beverages,6,80,45,5.0,New,Wallet
ORD00142,2025-01-18 09:16:00,P102,Lemonade,Beverage,4,60,30,0.0,Returning,UPI
ORD00143,2025-03-06 18:23:00,P102,Lemonade,Beverage,6,60,30,20.0,New,UPI
ORD00144,2025-11-27 15:47:00,P203,Grilled Sandwich,Meal,6,150,90,20.0,Returning,Card
ORD00145,2025-06-13 18:45:00,P103,Cappuccino,Beverages,6,140,80,15.0,Returning,Card
ORD00146,2025-01-29 10:11:00,P102,Lemonade,Beverage,1,60,30,5.0,New,Wallet
ORD00147,2024-12-10 15:30:00,P101,Cold Coffee,Beverages,4,120,70,25.0,New,UPI
ORD00148,2024-01-05 13:38:00,P301,Potato Chips,Snacks,2,40,20,20.0,Returning,Card
ORD00149,2024-12-29 18:02:00,P203,Grilled Sandwich,Meal,6,150,90,15.0,Returning,Wallet
ORD00150,2024-02-02 14:18:00,P303,Cookies,Snacks,5,25,12,20.0,Returning,Card
ORD00151,2025-03-12 09:06:00,P103,Cappuccino,Beverages,1,140,80,10.0,Returning,Wallet
ORD00152,2025-08-06 16:48:00,P103,Cappuccino,Beverages,3,140,80,0.0,Returning,Cash
ORD00153,2025-05-17 20:17:00,P201,Cheese Burger,Meals,4,180,110,0.0,New,Cash
ORD00154,2024-03-29 18:07:00,P201,Cheese Burger,Meals,6,180,110,,New,Card
ORD00155,2024-03-27 12:25:00,P202,Veg Pizza,Meals,4,300,190,,New,Wallet
ORD00156,2025-11-19 15:41:00,P201,Cheese Burger,Meals,2,180,110,,New,Wallet
ORD00157,2025-10-18 10:53:00,P202,Veg Pizza,Meals,4,300,190,25.0,New,Card
ORD00158,2025-04-14 19:29:00,P303,Cookies,Snacks,3,25,12,5.0,Returning,Wallet
ORD00159,2025-04-01 21:29:00,P301,Potato Chips,Snacks,5,40,20,5.0,New,Card
ORD00160,2024-03-23 19:20:00,P104,Iced Tea,Beverages,6,80,45,10.0,Returning,UPI
ORD00161,2024-10-04 17:51:00,P103,Cappuccino,Beverages,5,140,80,10.0,New,Cash
ORD00162,2024-06-13 22:38:00,P203,Grilled Sandwich,Meal,4,150,90,15.0,New,Cash
ORD00163,2025-05-21 08:22:00,P104,Iced Tea,Beverages,3,80,45,20.0,New,Card
ORD00164,2025-03-13 14:10:00,P102,Lemonade,Beverage,6,60,30,0.0,Returning,Cash
ORD00165,2024-11-16 11:28:00,P202,Veg Pizza,Meals,1,300,190,10.0,Returning,UPI
ORD00166,2025-12-20 15:13:00,P104,Iced Tea,Beverages,2,80,45,20.0,Returning,Cash
ORD00167,2025-08-09 22:43:00,P203,Grilled Sandwich,Meal,3,150,90,10.0,New,UPI
ORD00168,2024-02-12 15:48:00,P303,Cookies,Snacks,4,25,12,5.0,Returning,Cash
ORD00169,2025-04-06 09:02:00,P103,Cappuccino,Beverages,6,140,80,10.0,New,Cash
ORD00170,2025-09-21 16:12:00,P301,Potato Chips,Snacks,1,40,20,20.0,New,UPI
ORD00171,2024-08-30 10:45:00,P201,Cheese Burger,Meals,2,180,110,,New,Card
ORD00172,2025-04-13 08:41:00,P102,Lemonade,Beverage,4,60,30,15.0,New,UPI
ORD00173,2025-04-27 18:11:00,P203,Grilled Sandwich,Meal,1,150,90,0.0,Returning,Cash
ORD00174,2025-02-04 21:11:00,P102,Lemonade,Beverage,5,60,30,,New,Cash
ORD00175,2025-11-02 10:16:00,P302,Nachos,Snack,4,90,50,20.0,Returning,Wallet
ORD00176,2024-01-04 17:02:00,P301,Potato Chips,Snacks,6,40,20,5.0,Returning,Wallet
ORD00177,2025-02-19 15:32:00,P303,Cookies,Snacks,1,25,12,15.0,Returning,Cash
ORD00178,2024-11-14 16:27:00,P104,Iced Tea,Beverages,6,80,45,15.0,Returning,Wallet
ORD00179,2025-03-31 19:46:00,P303,Cookies,Snacks,1,25,12,25.0,Returning,Wallet
ORD00180,2024-11-23 14:44:00,P203,Grilled Sandwich,Meal,6,150,90,25.0,New,UPI
ORD00181,2025-04-27 12:37:00,P202,Veg Pizza,Meals,6,300,190,25.0,New,UPI
ORD00182,2024-10-25 11:22:00,P203,Grilled Sandwich,Meal,1,150,90,20.0,New,Cash
ORD00183,2024-12-21 14:19:00,P303,Cookies,Snacks,5,25,12,25.0,Returning,Wallet
ORD00184,2025-03-16 15:57:00,P103,Cappuccino,Beverages,6,140,80,20.0,New,Card
ORD00185,2025-07-03 18:34:00,P104,Iced Tea,Beverages,4,80,45,15.0,Returning,UPI
ORD00186,2024-01-22 21:15:00,P102,Lemonade,Beverage,4,60,30,20.0,New,UPI
ORD00187,2024-02-19 13:54:00,P101,Cold Coffee,Beverages,5,120,70,20.0,Returning,Cash
ORD00188,2024-09-18 20:04:00,P203,Grilled Sandwich,Meal,3,150,90,5.0,Returning,Cash
ORD00189,2024-12-02 19:39:00,P302,Nachos,Snack,6,90,50,,New,UPI
ORD00190,2025-12-26 13:01:00,P104,Iced Tea,Beverages,2,80,45,20.0,New,Card
ORD00191,2025-01-20 21:57:00,P101,Cold Coffee,Beverages,6,120,70,15.0,Returning,UPI
ORD00192,2024-04-19 08:20:00,P101,Cold Coffee,Beverages,2,120,70,5.0,Returning,UPI
ORD00193,2024-04-14 19:42:00,P202,Veg Pizza,Meals,3,300,190,15.0,Returning,Cash
ORD00194,2025-05-21 18:19:00,P103,Cappuccino,Beverages,4,140,80,20.0,New,UPI
ORD00195,2025-01-06 15:17:00,P104,Iced Tea,Beverages,2,80,45,10.0,New,Cash
ORD00196,2024-10-09 22:25:00,P102,Lemonade,Beverage,5,60,30,15.0,New,Card
ORD00197,2024-01-16 12:28:00,P203,Grilled Sandwich,Meal,4,150,90,20.0,Returning,UPI
ORD00198,2024-05-02 11:28:00,P102,Lemonade,Beverage,5,60,30,25.0,Returning,Wallet
ORD00199,2025-08-17 14:33:00,P203,Grilled Sandwich,Meal,2,150,90,5.0,Returning,Card
ORD00200,2024-03-31 08:22:00,P301,Potato Chips,Snacks,2,40,20,10.0,New,UPI
ORD00201,2024-06-24 22:36:00,P201,Cheese Burger,Meals,2,180,110,5.0,New,Card
ORD00202,2024-01-21 17:13:00,P103,Cappuccino,Beverages,3,140,80,10.0,New,UPI
ORD00203,2024-05-25 19:22:00,P203,Grilled Sandwich,Meal,5,150,90,,New,UPI
ORD00204,2024-10-29 08:11:00,P301,Potato Chips,Snacks,5,40,20,5.0,New,Cash
ORD00205,2024-01-24 17:27:00,P102,Lemonade,Beverage,3,60,30,5.0,Returning,Cash
ORD00206,2025-10-16 12:39:00,P102,Lemonade,Beverage,5,60,30,5.0,Returning,Wallet
ORD00207,2025-11-21 11:32:00,P101,Cold Coffee,Beverages,4,120,70,,New,Cash
ORD00208,2025-11-11 16:35:00,P301,Potato Chips,Snacks,1,40,20,15.0,Returning,Cash
ORD00209,2025-04-09 18:17:00,P101,Cold Coffee,Beverages,2,120,70,5.0,Returning,Card
ORD00210,2025-03-04 18:22:00,P303,Cookies,Snacks,6,25,12,15.0,Returning,UPI
ORD00211,2025-04-29 14:24:00,P104,Iced Tea,Beverages,6,80,45,10.0,New,Cash
ORD00212,2024-01-05 20:48:00,P103,Cappuccino,Beverages,2,140,80,5.0,Returning,Cash
ORD00213,2025-11-28 21:40:00,P101,Cold Coffee,Beverages,3,120,70,,Returning,Card
ORD00214,2025-02-22 09:56:00,P101,Cold Coffee,Beverages,1,120,70,20.0,New,UPI
ORD00215,2025-02-05 18:21:00,P104,Iced Tea,Beverages,3,80,45,20.0,Returning,UPI
ORD00216,2024-09-01 13:45:00,P201,Cheese Burger,Meals,1,180,110,,Returning,Card
ORD00217,2024-05-09 13:16:00,P102,Lemonade,Beverage,1,60,30,5.0,New,Cash
ORD00218,2025-08-13 14:39:00,P303,Cookies,Snacks,3,25,12,10.0,Returning,Card
ORD00219,2024-01-11 22:51:00,P301,Potato Chips,Snacks,5,40,20,25.0,New,Cash
ORD00220,2024-09-24 20:03:00,P301,Potato Chips,Snacks,1,40,20,15.0,Returning,Wallet
ORD00221,2025-11-02 15:32:00,P201,Cheese Burger,Meals,1,180,110,0.0,New,UPI
ORD00222,2024-04-07 18:32:00,P103,Cappuccino,Beverages,6,140,80,0.0,Returning,Wallet
ORD00223,2025-01-22 17:14:00,P103,Cappuccino,Beverages,2,140,80,10.0,New,Card
ORD00224,2025-04-27 17:52:00,P303,Cookies,Snacks,5,25,12,,New,Cash
ORD00225,2025-09-22 20:59:00,P201,Cheese Burger,Meals,1,180,110,5.0,Returning,Cash
ORD00226,2024-12-28 13:52:00,P201,Cheese Burger,Meals,2,180,110,20.0,New,Cash
ORD00227,2024-07-11 20:24:00,P201,Cheese Burger,Meals,4,180,110,20.0,Returning,Wallet
ORD00228,2025-06-09 09:43:00,P203,Grilled Sandwich,Meal,1,150,90,20.0,Returning,Cash
ORD00229,2025-12-01 08:36:00,P104,Iced Tea,Beverages,1,80,45,15.0,Returning,Cash
ORD00230,2024-11-26 22:25:00,P104,Iced Tea,Beverages,3,80,45,25.0,Returning,UPI
ORD00231,2025-06-05 22:07:00,P101,Cold Coffee,Beverages,4,120,70,20.0,New,UPI
ORD00232,2025-12-19 22:23:00,P103,Cappuccino,Beverages,1,140,80,20.0,Returning,UPI
ORD00233,2024-04-27 18:54:00,P201,Cheese Burger,Meals,3,180,110,10.0,Returning,Card
ORD00234,2025-03-14 17:39:00,P302,Nachos,Snack,4,90,50,10.0,Returning,Card
ORD00235,2024-12-02 13:43:00,P102,Lemonade,Beverage,1,60,30,0.0,Returning,Wallet
ORD00236,2025-01-06 09:17:00,P101,Cold Coffee,Beverages,2,120,70,,Returning,UPI
ORD00237,2024-12-11 10:34:00,P203,Grilled Sandwich,Meal,5,150,90,10.0,Returning,Cash
ORD00238,2024-10-06 08:44:00,P103,Cappuccino,Beverages,2,140,80,5.0,New,Wallet
ORD00239,2025-07-03 09:17:00,P301,Potato Chips,Snacks,5,40,20,20.0,New,Wallet
ORD00240,2025-11-15 16:55:00,P301,Potato Chips,Snacks,5,40,20,15.0,Returning,UPI
ORD00241,2025-06-09 22:05:00,P302,Nachos,Snack,3,90,50,20.0,Returning,UPI
ORD00242,2024-02-27 12:46:00,P203,Grilled Sandwich,Meal,4,150,90,20.0,New,Card
ORD00243,2025-06-04 13:13:00,P101,Cold Coffee,Beverages,1,120,70,25.0,New,Wallet
ORD00244,2024-12-04 12:31:00,P301,Potato Chips,Snacks,1,40,20,,Returning,UPI
ORD00245,2025-12-04 11:56:00,P303,Cookies,Snacks,4,25,12,25.0,New,UPI
ORD00246,2025-06-05 20:32:00,P203,Grilled Sandwich,Meal,4,150,90,15.0,Returning,UPI
ORD00247,2025-08-12 18:55:00,P104,Iced Tea,Beverages,3,80,45,,Returning,Wallet
ORD00248,2024-02-08 10:12:00,P102,Lemonade,Beverage,1,60,30,,New,Wallet
ORD00249,2025-03-15 16:17:00,P102,Lemonade,Beverage,5,60,30,0.0,New,Cash
ORD00250,2025-08-05 13:50:00,P104,Iced Tea,Beverages,4,80,45,15.0,Returning,UPI
ORD00251,2024-05-25 21:14:00,P102,Lemonade,Beverage,4,60,30,20.0,Returning,UPI
ORD00252,2025-11-26 10:21:00,P302,Nachos,Snack,2,90,50,10.0,Returning,Cash
ORD00253,2024-11-01 09:16:00,P303,Cookies,Snacks,4,25,12,0.0,Returning,UPI
ORD00254,2024-02-23 20:22:00,P203,Grilled Sandwich,Meal,3,150,90,25.0,New,Card
ORD00255,2024-09-29 12:23:00,P101,Cold Coffee,Beverages,3,120,70,10.0,Returning,Cash
ORD00256,2024-02-18 22:00:00,P101,Cold Coffee,Beverages,3,120,70,15.0,New,Wallet
ORD00257,2024-01-04 21:32:00,P101,Cold Coffee,Beverages,3,120,70,,Returning,Wallet
ORD00258,2024-09-24 10:38:00,P104,Iced Tea,Beverages,4,80,45,10.0,Returning,Cash
ORD00259,2024-08-21 19:19:00,P301,Potato Chips,Snacks,2,40,20,5.0,Returning,UPI
ORD00260,2024-04-27 09:59:00,P301,Potato Chips,Snacks,1,40,20,5.0,New,Wallet
ORD00261,2025-01-07 14:35:00,P103,Cappuccino,Beverages,1,140,80,,Returning,Card
ORD00262,2025-01-08 21:01:00,P103,Cappuccino,Beverages,1,140,80,10.0,Returning,UPI
ORD00263,2024-08-27 15:18:00,P302,Nachos,Snack,5,90,50,5.0,New,Wallet
ORD00264,2025-08-10 16:21:00,P301,Potato Chips,Snacks,5,40,20,15.0,New,Wallet
ORD00265,2025-07-21 17:33:00,P301,Potato Chips,Snacks,5,40,20,20.0,Returning,UPI
ORD00266,2025-01-13 17:27:00,P203,Grilled Sandwich,Meal,3,150,90,20.0,New,Cash
ORD00267,2025-04-11 16:06:00,P101,Cold Coffee,Beverages,3,120,70,15.0,Returning,Wallet
ORD00268,2024-06-19 15:15:00,P104,Iced Tea,Beverages,4,80,45,15.0,New,Cash
ORD00269,2025-06-18 12:12:00,P303,Cookies,Snacks,3,25,12,20.0,Returning,Cash
ORD00270,2025-11-15 17:25:00,P303,Cookies,Snacks,3,25,12,5.0,Returning,Card
ORD00271,2025-04-26 12:38:00,P203,Grilled Sandwich,Meal,6,150,90,20.0,Returning,UPI
ORD00272,2024-11-08 11:50:00,P104,Iced Tea,Beverages,6,80,45,0.0,Returning,Cash
ORD00273,2024-07-27 16:51:00,P101,Cold Coffee,Beverages,6,120,70,,New,UPI
ORD00274,2025-02-10 18:43:00,P101,Cold Coffee,Beverages,4,120,70,,Returning,Wallet
